"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)",
"1400000US37107011001","Census Tract 110.01; Lenoir County; North Carolina","53750","23005",
"1400000US37107011002","Census Tract 110.02; Lenoir County; North Carolina","42949","7036",
"1400000US37107011100","Census Tract 111; Lenoir County; North Carolina","48393","7758",
"1400000US37107011201","Census Tract 112.01; Lenoir County; North Carolina","57326","12931",
"1400000US37107011202","Census Tract 112.02; Lenoir County; North Carolina","57298","21888",
"1400000US37107011301","Census Tract 113.01; Lenoir County; North Carolina","70641","9806",
"1400000US37107011302","Census Tract 113.02; Lenoir County; North Carolina","55750","26713",
"1400000US37107011400","Census Tract 114; Lenoir County; North Carolina","70105","15639",
"1400000US37109070100","Census Tract 701; Lincoln County; North Carolina","38860","8049",
"1400000US37109070201","Census Tract 702.01; Lincoln County; North Carolina","52603","12413",
"1400000US37109070202","Census Tract 702.02; Lincoln County; North Carolina","88507","25208",
"1400000US37109070300","Census Tract 703; Lincoln County; North Carolina","61042","23520",
"1400000US37109070400","Census Tract 704; Lincoln County; North Carolina","73700","23589",
"1400000US37109070500","Census Tract 705; Lincoln County; North Carolina","59358","14543",
"1400000US37109070600","Census Tract 706; Lincoln County; North Carolina","71753","16221",
"1400000US37109070700","Census Tract 707; Lincoln County; North Carolina","73657","11662",
"1400000US37109070800","Census Tract 708; Lincoln County; North Carolina","70585","11847",
"1400000US37109070901","Census Tract 709.01; Lincoln County; North Carolina","81250","12336",
"1400000US37109070902","Census Tract 709.02; Lincoln County; North Carolina","73413","16732",
"1400000US37109071001","Census Tract 710.01; Lincoln County; North Carolina","74026","11296",
"1400000US37109071002","Census Tract 710.02; Lincoln County; North Carolina","63698","13699",
"1400000US37109071101","Census Tract 711.01; Lincoln County; North Carolina","91471","36449",
"1400000US37109071102","Census Tract 711.02; Lincoln County; North Carolina","120227","10637",
"1400000US37109071201","Census Tract 712.01; Lincoln County; North Carolina","111875","32673",
"1400000US37109071202","Census Tract 712.02; Lincoln County; North Carolina","119667","8113",
"1400000US37109071203","Census Tract 712.03; Lincoln County; North Carolina","146339","46327",
"1400000US37111970101","Census Tract 9701.01; McDowell County; North Carolina","54808","12263",
"1400000US37111970102","Census Tract 9701.02; McDowell County; North Carolina","60153","16068",
"1400000US37111970200","Census Tract 9702; McDowell County; North Carolina","49221","4651",
"1400000US37111970300","Census Tract 9703; McDowell County; North Carolina","59589","11701",
"1400000US37111970400","Census Tract 9704; McDowell County; North Carolina","42738","18468",
"1400000US37111970500","Census Tract 9705; McDowell County; North Carolina","42724","9603",
"1400000US37111970600","Census Tract 9706; McDowell County; North Carolina","63646","15072",
"1400000US37111970700","Census Tract 9707; McDowell County; North Carolina","54659","11948",
"1400000US37111970800","Census Tract 9708; McDowell County; North Carolina","51936","11030",
"1400000US37111970902","Census Tract 9709.02; McDowell County; North Carolina","55333","5122",
"1400000US37111970903","Census Tract 9709.03; McDowell County; North Carolina","70862","9696",
"1400000US37111970904","Census Tract 9709.04; McDowell County; North Carolina","70575","12044",
"1400000US37113970100","Census Tract 9701; Macon County; North Carolina","50162","9463",
"1400000US37113970200","Census Tract 9702; Macon County; North Carolina","60469","11358",
"1400000US37113970302","Census Tract 9703.02; Macon County; North Carolina","57769","15543",
"1400000US37113970303","Census Tract 9703.03; Macon County; North Carolina","68077","18384",
"1400000US37113970304","Census Tract 9703.04; Macon County; North Carolina","37159","14992",
"1400000US37113970400","Census Tract 9704; Macon County; North Carolina","44587","9288",
"1400000US37113970501","Census Tract 9705.01; Macon County; North Carolina","65662","9700",
"1400000US37113970502","Census Tract 9705.02; Macon County; North Carolina","67574","15472",
"1400000US37113970600","Census Tract 9706; Macon County; North Carolina","63279","15315",
"1400000US37113970700","Census Tract 9707; Macon County; North Carolina","44926","11327",
"1400000US37115010100","Census Tract 101; Madison County; North Carolina","37209","23924",
"1400000US37115010200","Census Tract 102; Madison County; North Carolina","46901","18179",
"1400000US37115010400","Census Tract 104; Madison County; North Carolina","46528","26326",
"1400000US37115010500","Census Tract 105; Madison County; North Carolina","71681","25300",
"1400000US37115010601","Census Tract 106.01; Madison County; North Carolina","61415","6391",
"1400000US37115010602","Census Tract 106.02; Madison County; North Carolina","79722","41196",
"1400000US37115010700","Census Tract 107; Madison County; North Carolina","59477","11676",
"1400000US37117970100","Census Tract 9701; Martin County; North Carolina","43275","5720",
"1400000US37117970200","Census Tract 9702; Martin County; North Carolina","47332","5419",
"1400000US37117970300","Census Tract 9703; Martin County; North Carolina","37417","4372",
"1400000US37117970400","Census Tract 9704; Martin County; North Carolina","48500","18401",
"1400000US37117970500","Census Tract 9705; Martin County; North Carolina","80266","10287",
"1400000US37117970600","Census Tract 9706; Martin County; North Carolina","46615","11468",
"1400000US37119000101","Census Tract 1.01; Mecklenburg County; North Carolina","106601","16694",
"1400000US37119000102","Census Tract 1.02; Mecklenburg County; North Carolina","129693","16100",
"1400000US37119000103","Census Tract 1.03; Mecklenburg County; North Carolina","135533","25153",
"1400000US37119000104","Census Tract 1.04; Mecklenburg County; North Carolina","109805","8019",
"1400000US37119000301","Census Tract 3.01; Mecklenburg County; North Carolina","97411","16618",
"1400000US37119000302","Census Tract 3.02; Mecklenburg County; North Carolina","78341","13225",
"1400000US37119000401","Census Tract 4.01; Mecklenburg County; North Carolina","92500","17036",
"1400000US37119000402","Census Tract 4.02; Mecklenburg County; North Carolina","74296","9179",
"1400000US37119000501","Census Tract 5.01; Mecklenburg County; North Carolina","81696","38192",
"1400000US37119000502","Census Tract 5.02; Mecklenburg County; North Carolina","90463","17660",
"1400000US37119000503","Census Tract 5.03; Mecklenburg County; North Carolina","72155","24380",
"1400000US37119000600","Census Tract 6; Mecklenburg County; North Carolina","80341","20520",
"1400000US37119000700","Census Tract 7; Mecklenburg County; North Carolina","88750","14862",
"1400000US37119000800","Census Tract 8; Mecklenburg County; North Carolina","61744","15182",
"1400000US37119000900","Census Tract 9; Mecklenburg County; North Carolina","99904","37346",
"1400000US37119001000","Census Tract 10; Mecklenburg County; North Carolina","95417","43968",
"1400000US37119001100","Census Tract 11; Mecklenburg County; North Carolina","107413","25180",
"1400000US37119001200","Census Tract 12; Mecklenburg County; North Carolina","81580","7683",
"1400000US37119001300","Census Tract 13; Mecklenburg County; North Carolina","61192","8399",
"1400000US37119001400","Census Tract 14; Mecklenburg County; North Carolina","101645","13047",
"1400000US37119001504","Census Tract 15.04; Mecklenburg County; North Carolina","52207","6964",
"1400000US37119001505","Census Tract 15.05; Mecklenburg County; North Carolina","54349","6861",
"1400000US37119001507","Census Tract 15.07; Mecklenburg County; North Carolina","53383","5797",
"1400000US37119001508","Census Tract 15.08; Mecklenburg County; North Carolina","66027","7495",
"1400000US37119001509","Census Tract 15.09; Mecklenburg County; North Carolina","56183","5419",
"1400000US37119001510","Census Tract 15.10; Mecklenburg County; North Carolina","53387","8179",
"1400000US37119001603","Census Tract 16.03; Mecklenburg County; North Carolina","60196","6718",
"1400000US37119001605","Census Tract 16.05; Mecklenburg County; North Carolina","45307","10145",
"1400000US37119001606","Census Tract 16.06; Mecklenburg County; North Carolina","76154","21996",
"1400000US37119001607","Census Tract 16.07; Mecklenburg County; North Carolina","42625","6793",
"1400000US37119001608","Census Tract 16.08; Mecklenburg County; North Carolina","50357","12941",
"1400000US37119001609","Census Tract 16.09; Mecklenburg County; North Carolina","60189","10338",
"1400000US37119001701","Census Tract 17.01; Mecklenburg County; North Carolina","58237","9822",
"1400000US37119001702","Census Tract 17.02; Mecklenburg County; North Carolina","70212","21446",
"1400000US37119001801","Census Tract 18.01; Mecklenburg County; North Carolina","53077","20819",
"1400000US37119001802","Census Tract 18.02; Mecklenburg County; North Carolina","71343","14909",
"1400000US37119001910","Census Tract 19.10; Mecklenburg County; North Carolina","47868","10167",
"1400000US37119001911","Census Tract 19.11; Mecklenburg County; North Carolina","58594","4258",
"1400000US37119001914","Census Tract 19.14; Mecklenburg County; North Carolina","49279","13325",
"1400000US37119001916","Census Tract 19.16; Mecklenburg County; North Carolina","46696","6453",
"1400000US37119001917","Census Tract 19.17; Mecklenburg County; North Carolina","54839","20342",
"1400000US37119001918","Census Tract 19.18; Mecklenburg County; North Carolina","50833","6269",
"1400000US37119001919","Census Tract 19.19; Mecklenburg County; North Carolina","56750","21290",
"1400000US37119001920","Census Tract 19.20; Mecklenburg County; North Carolina","80547","20327",
"1400000US37119001921","Census Tract 19.21; Mecklenburg County; North Carolina","65263","24372",
"1400000US37119001922","Census Tract 19.22; Mecklenburg County; North Carolina","60114","7588",
"1400000US37119001923","Census Tract 19.23; Mecklenburg County; North Carolina","57643","7677",
"1400000US37119001924","Census Tract 19.24; Mecklenburg County; North Carolina","41954","15580",
"1400000US37119001925","Census Tract 19.25; Mecklenburg County; North Carolina","49792","2700",
"1400000US37119001926","Census Tract 19.26; Mecklenburg County; North Carolina","41722","18224",
"1400000US37119001927","Census Tract 19.27; Mecklenburg County; North Carolina","44878","13221",
"1400000US37119002004","Census Tract 20.04; Mecklenburg County; North Carolina","115600","47168",
"1400000US37119002005","Census Tract 20.05; Mecklenburg County; North Carolina","130304","28262",
"1400000US37119002006","Census Tract 20.06; Mecklenburg County; North Carolina","143649","20275",
"1400000US37119002007","Census Tract 20.07; Mecklenburg County; North Carolina","75633","9070",
"1400000US37119002008","Census Tract 20.08; Mecklenburg County; North Carolina","163672","39881",
"1400000US37119002100","Census Tract 21; Mecklenburg County; North Carolina","60858","19068",
"1400000US37119002201","Census Tract 22.01; Mecklenburg County; North Carolina","167500","51224",
"1400000US37119002202","Census Tract 22.02; Mecklenburg County; North Carolina","122981","41621",
"1400000US37119002300","Census Tract 23; Mecklenburg County; North Carolina","21414","2218",
"1400000US37119002400","Census Tract 24; Mecklenburg County; North Carolina","95618","13413",
"1400000US37119002500","Census Tract 25; Mecklenburg County; North Carolina","105114","24645",
"1400000US37119002600","Census Tract 26; Mecklenburg County; North Carolina","92143","50868",
"1400000US37119002701","Census Tract 27.01; Mecklenburg County; North Carolina","246892","107056",
"1400000US37119002702","Census Tract 27.02; Mecklenburg County; North Carolina","250,000+","***",
"1400000US37119002800","Census Tract 28; Mecklenburg County; North Carolina","242125","62986",
"1400000US37119002903","Census Tract 29.03; Mecklenburg County; North Carolina","146136","41979",
"1400000US37119002905","Census Tract 29.05; Mecklenburg County; North Carolina","190701","18188",
"1400000US37119002907","Census Tract 29.07; Mecklenburg County; North Carolina","134250","29097",
"1400000US37119002908","Census Tract 29.08; Mecklenburg County; North Carolina","135875","27305",
"1400000US37119002909","Census Tract 29.09; Mecklenburg County; North Carolina","156250","50314",
"1400000US37119002910","Census Tract 29.10; Mecklenburg County; North Carolina","113281","37565",
"1400000US37119003006","Census Tract 30.06; Mecklenburg County; North Carolina","143462","49254",
"1400000US37119003008","Census Tract 30.08; Mecklenburg County; North Carolina","87472","18776",
"1400000US37119003012","Census Tract 30.12; Mecklenburg County; North Carolina","98938","37259",
"1400000US37119003013","Census Tract 30.13; Mecklenburg County; North Carolina","159958","38157",
"1400000US37119003015","Census Tract 30.15; Mecklenburg County; North Carolina","140054","12052",
"1400000US37119003016","Census Tract 30.16; Mecklenburg County; North Carolina","105318","14375",
"1400000US37119003017","Census Tract 30.17; Mecklenburg County; North Carolina","127375","36740",
"1400000US37119003018","Census Tract 30.18; Mecklenburg County; North Carolina","112130","12870",
"1400000US37119003019","Census Tract 30.19; Mecklenburg County; North Carolina","157788","66753",
"1400000US37119003020","Census Tract 30.20; Mecklenburg County; North Carolina","242399","34194",
"1400000US37119003021","Census Tract 30.21; Mecklenburg County; North Carolina","172619","73050",
"1400000US37119003022","Census Tract 30.22; Mecklenburg County; North Carolina","162361","39067",
"1400000US37119003102","Census Tract 31.02; Mecklenburg County; North Carolina","85365","14887",
"1400000US37119003105","Census Tract 31.05; Mecklenburg County; North Carolina","126071","37436",
"1400000US37119003106","Census Tract 31.06; Mecklenburg County; North Carolina","104728","34159",
"1400000US37119003108","Census Tract 31.08; Mecklenburg County; North Carolina","48762","11738",
"1400000US37119003109","Census Tract 31.09; Mecklenburg County; North Carolina","54964","8427",
"1400000US37119003110","Census Tract 31.10; Mecklenburg County; North Carolina","108750","49020",
"1400000US37119003111","Census Tract 31.11; Mecklenburg County; North Carolina","92031","28359",
"1400000US37119003201","Census Tract 32.01; Mecklenburg County; North Carolina","79335","22713",
"1400000US37119003203","Census Tract 32.03; Mecklenburg County; North Carolina","52359","17710",
"1400000US37119003204","Census Tract 32.04; Mecklenburg County; North Carolina","88391","7200",
"1400000US37119003301","Census Tract 33.01; Mecklenburg County; North Carolina","84107","15092",
"1400000US37119003302","Census Tract 33.02; Mecklenburg County; North Carolina","113472","28809",
"1400000US37119003401","Census Tract 34.01; Mecklenburg County; North Carolina","141419","11151",
"1400000US37119003402","Census Tract 34.02; Mecklenburg County; North Carolina","211667","38474",
"1400000US37119003500","Census Tract 35; Mecklenburg County; North Carolina","111440","18494",
"1400000US37119003600","Census Tract 36; Mecklenburg County; North Carolina","87571","14422",
"1400000US37119003701","Census Tract 37.01; Mecklenburg County; North Carolina","98333","21559",
"1400000US37119003702","Census Tract 37.02; Mecklenburg County; North Carolina","76583","42811",
"1400000US37119003802","Census Tract 38.02; Mecklenburg County; North Carolina","46923","29952",
"1400000US37119003805","Census Tract 38.05; Mecklenburg County; North Carolina","82876","20408",
"1400000US37119003807","Census Tract 38.07; Mecklenburg County; North Carolina","46993","6332",
"1400000US37119003808","Census Tract 38.08; Mecklenburg County; North Carolina","52022","7895",
"1400000US37119003809","Census Tract 38.09; Mecklenburg County; North Carolina","54635","3906",
"1400000US37119003810","Census Tract 38.10; Mecklenburg County; North Carolina","67950","13155",
"1400000US37119003811","Census Tract 38.11; Mecklenburg County; North Carolina","66250","42229",
"1400000US37119003902","Census Tract 39.02; Mecklenburg County; North Carolina","38010","9949",
"1400000US37119003903","Census Tract 39.03; Mecklenburg County; North Carolina","23235","9894",
"1400000US37119004000","Census Tract 40; Mecklenburg County; North Carolina","59682","14841",
"1400000US37119004101","Census Tract 41.01; Mecklenburg County; North Carolina","66533","19867",
"1400000US37119004102","Census Tract 41.02; Mecklenburg County; North Carolina","111483","31476",
"1400000US37119004200","Census Tract 42; Mecklenburg County; North Carolina","44688","18658",
"1400000US37119004302","Census Tract 43.02; Mecklenburg County; North Carolina","49722","10808",
"1400000US37119004303","Census Tract 43.03; Mecklenburg County; North Carolina","77418","12414",
"1400000US37119004304","Census Tract 43.04; Mecklenburg County; North Carolina","49017","9380",
"1400000US37119004306","Census Tract 43.06; Mecklenburg County; North Carolina","57917","21292",
"1400000US37119004307","Census Tract 43.07; Mecklenburg County; North Carolina","68875","20014",
"1400000US37119004400","Census Tract 44; Mecklenburg County; North Carolina","46768","8288",
"1400000US37119004500","Census Tract 45; Mecklenburg County; North Carolina","38688","16154",
"1400000US37119004600","Census Tract 46; Mecklenburg County; North Carolina","37025","8285",
"1400000US37119004700","Census Tract 47; Mecklenburg County; North Carolina","71190","30114",
"1400000US37119004800","Census Tract 48; Mecklenburg County; North Carolina","33725","10600",
"1400000US37119004900","Census Tract 49; Mecklenburg County; North Carolina","44500","35018",
"1400000US37119005000","Census Tract 50; Mecklenburg County; North Carolina","67308","34806",
"1400000US37119005100","Census Tract 51; Mecklenburg County; North Carolina","30536","8741",
"1400000US37119005200","Census Tract 52; Mecklenburg County; North Carolina","39688","18884",
"1400000US37119005301","Census Tract 53.01; Mecklenburg County; North Carolina","50878","8374",
"1400000US37119005305","Census Tract 53.05; Mecklenburg County; North Carolina","45318","5141",
"1400000US37119005306","Census Tract 53.06; Mecklenburg County; North Carolina","41773","12363",
"1400000US37119005307","Census Tract 53.07; Mecklenburg County; North Carolina","48309","4965",
"1400000US37119005308","Census Tract 53.08; Mecklenburg County; North Carolina","36727","4592",
"1400000US37119005403","Census Tract 54.03; Mecklenburg County; North Carolina","63283","16006",
"1400000US37119005404","Census Tract 54.04; Mecklenburg County; North Carolina","59116","10198",
"1400000US37119005405","Census Tract 54.05; Mecklenburg County; North Carolina","58333","20710",
"1400000US37119005406","Census Tract 54.06; Mecklenburg County; North Carolina","53775","5103",
"1400000US37119005508","Census Tract 55.08; Mecklenburg County; North Carolina","111543","26053",
"1400000US37119005510","Census Tract 55.10; Mecklenburg County; North Carolina","71346","10356",
"1400000US37119005511","Census Tract 55.11; Mecklenburg County; North Carolina","56716","12212",
"1400000US37119005512","Census Tract 55.12; Mecklenburg County; North Carolina","59216","8763",
"1400000US37119005513","Census Tract 55.13; Mecklenburg County; North Carolina","98750","10053",
"1400000US37119005515","Census Tract 55.15; Mecklenburg County; North Carolina","89408","20404",
"1400000US37119005516","Census Tract 55.16; Mecklenburg County; North Carolina","117250","49399",
"1400000US37119005517","Census Tract 55.17; Mecklenburg County; North Carolina","105598","23722",
"1400000US37119005519","Census Tract 55.19; Mecklenburg County; North Carolina","75810","10972",
"1400000US37119005520","Census Tract 55.20; Mecklenburg County; North Carolina","115524","11475",
"1400000US37119005522","Census Tract 55.22; Mecklenburg County; North Carolina","89926","16060",
"1400000US37119005525","Census Tract 55.25; Mecklenburg County; North Carolina","88259","16554",
"1400000US37119005526","Census Tract 55.26; Mecklenburg County; North Carolina","112353","30856",
"1400000US37119005527","Census Tract 55.27; Mecklenburg County; North Carolina","80597","15500",
"1400000US37119005528","Census Tract 55.28; Mecklenburg County; North Carolina","79419","35377",
"1400000US37119005529","Census Tract 55.29; Mecklenburg County; North Carolina","68587","28755",
"1400000US37119005530","Census Tract 55.30; Mecklenburg County; North Carolina","85747","10228",
"1400000US37119005531","Census Tract 55.31; Mecklenburg County; North Carolina","74309","38510",
"1400000US37119005532","Census Tract 55.32; Mecklenburg County; North Carolina","71457","3095",
"1400000US37119005533","Census Tract 55.33; Mecklenburg County; North Carolina","61279","21962",
"1400000US37119005534","Census Tract 55.34; Mecklenburg County; North Carolina","57269","13668",
"1400000US37119005535","Census Tract 55.35; Mecklenburg County; North Carolina","69315","27985",
"1400000US37119005536","Census Tract 55.36; Mecklenburg County; North Carolina","72206","14941",
"1400000US37119005604","Census Tract 56.04; Mecklenburg County; North Carolina","36568","5758",
"1400000US37119005609","Census Tract 56.09; Mecklenburg County; North Carolina","28603","13405",
"1400000US37119005610","Census Tract 56.10; Mecklenburg County; North Carolina","49375","13735",
"1400000US37119005611","Census Tract 56.11; Mecklenburg County; North Carolina","85394","11944",
"1400000US37119005612","Census Tract 56.12; Mecklenburg County; North Carolina","85068","19803",
"1400000US37119005613","Census Tract 56.13; Mecklenburg County; North Carolina","85938","25000",
"1400000US37119005615","Census Tract 56.15; Mecklenburg County; North Carolina","98571","13693",
"1400000US37119005616","Census Tract 56.16; Mecklenburg County; North Carolina","83611","36649",
"1400000US37119005617","Census Tract 56.17; Mecklenburg County; North Carolina","74875","8960",
"1400000US37119005618","Census Tract 56.18; Mecklenburg County; North Carolina","123125","20476",
"1400000US37119005619","Census Tract 56.19; Mecklenburg County; North Carolina","89271","20623",
"1400000US37119005621","Census Tract 56.21; Mecklenburg County; North Carolina","76192","19858",
"1400000US37119005622","Census Tract 56.22; Mecklenburg County; North Carolina","-","**",
"1400000US37119005623","Census Tract 56.23; Mecklenburg County; North Carolina","42009","15762",
"1400000US37119005624","Census Tract 56.24; Mecklenburg County; North Carolina","91538","25253",
"1400000US37119005625","Census Tract 56.25; Mecklenburg County; North Carolina","110938","38502",
"1400000US37119005626","Census Tract 56.26; Mecklenburg County; North Carolina","61200","39094",
"1400000US37119005627","Census Tract 56.27; Mecklenburg County; North Carolina","77507","16993",
"1400000US37119005709","Census Tract 57.09; Mecklenburg County; North Carolina","105862","26961",
"1400000US37119005710","Census Tract 57.10; Mecklenburg County; North Carolina","75417","34708",
"1400000US37119005712","Census Tract 57.12; Mecklenburg County; North Carolina","100625","16025",
"1400000US37119005713","Census Tract 57.13; Mecklenburg County; North Carolina","123438","15165",
"1400000US37119005714","Census Tract 57.14; Mecklenburg County; North Carolina","115927","5462",
"1400000US37119005715","Census Tract 57.15; Mecklenburg County; North Carolina","79946","27764",
"1400000US37119005716","Census Tract 57.16; Mecklenburg County; North Carolina","71371","5689",
"1400000US37119005718","Census Tract 57.18; Mecklenburg County; North Carolina","83938","29288",
"1400000US37119005719","Census Tract 57.19; Mecklenburg County; North Carolina","92500","35989",
"1400000US37119005720","Census Tract 57.20; Mecklenburg County; North Carolina","106938","22454",
"1400000US37119005721","Census Tract 57.21; Mecklenburg County; North Carolina","96795","11027",
"1400000US37119005722","Census Tract 57.22; Mecklenburg County; North Carolina","99750","10443",
"1400000US37119005723","Census Tract 57.23; Mecklenburg County; North Carolina","72816","12797",
"1400000US37119005811","Census Tract 58.11; Mecklenburg County; North Carolina","78078","15417",
"1400000US37119005815","Census Tract 58.15; Mecklenburg County; North Carolina","91597","20992",
"1400000US37119005816","Census Tract 58.16; Mecklenburg County; North Carolina","139708","25396",
"1400000US37119005817","Census Tract 58.17; Mecklenburg County; North Carolina","123929","18907",
"1400000US37119005824","Census Tract 58.24; Mecklenburg County; North Carolina","99667","27729",
"1400000US37119005826","Census Tract 58.26; Mecklenburg County; North Carolina","80360","8245",
"1400000US37119005827","Census Tract 58.27; Mecklenburg County; North Carolina","70474","11480",
"1400000US37119005828","Census Tract 58.28; Mecklenburg County; North Carolina","100179","32269",
"1400000US37119005829","Census Tract 58.29; Mecklenburg County; North Carolina","44291","7336",
"1400000US37119005830","Census Tract 58.30; Mecklenburg County; North Carolina","81230","10226",
"1400000US37119005832","Census Tract 58.32; Mecklenburg County; North Carolina","166382","31372",
"1400000US37119005833","Census Tract 58.33; Mecklenburg County; North Carolina","132350","24243",
"1400000US37119005834","Census Tract 58.34; Mecklenburg County; North Carolina","104028","12592",
"1400000US37119005835","Census Tract 58.35; Mecklenburg County; North Carolina","135324","17773",
"1400000US37119005836","Census Tract 58.36; Mecklenburg County; North Carolina","105469","15222",
"1400000US37119005839","Census Tract 58.39; Mecklenburg County; North Carolina","93864","20498",
"1400000US37119005840","Census Tract 58.40; Mecklenburg County; North Carolina","123056","15504",
"1400000US37119005843","Census Tract 58.43; Mecklenburg County; North Carolina","159375","36102",
"1400000US37119005845","Census Tract 58.45; Mecklenburg County; North Carolina","136067","21930",
"1400000US37119005846","Census Tract 58.46; Mecklenburg County; North Carolina","230616","30597",
"1400000US37119005847","Census Tract 58.47; Mecklenburg County; North Carolina","168375","20904",
"1400000US37119005848","Census Tract 58.48; Mecklenburg County; North Carolina","176492","16191",
"1400000US37119005849","Census Tract 58.49; Mecklenburg County; North Carolina","106354","29582",
"1400000US37119005850","Census Tract 58.50; Mecklenburg County; North Carolina","126730","13772",
"1400000US37119005851","Census Tract 58.51; Mecklenburg County; North Carolina","101419","19371",
"1400000US37119005852","Census Tract 58.52; Mecklenburg County; North Carolina","53690","31442",
"1400000US37119005853","Census Tract 58.53; Mecklenburg County; North Carolina","62238","18466",
"1400000US37119005854","Census Tract 58.54; Mecklenburg County; North Carolina","126684","12872",
"1400000US37119005855","Census Tract 58.55; Mecklenburg County; North Carolina","106788","26128",
"1400000US37119005856","Census Tract 58.56; Mecklenburg County; North Carolina","120847","11617",
"1400000US37119005857","Census Tract 58.57; Mecklenburg County; North Carolina","103056","38942",
"1400000US37119005858","Census Tract 58.58; Mecklenburg County; North Carolina","122526","24272",
"1400000US37119005859","Census Tract 58.59; Mecklenburg County; North Carolina","125588","56814",
"1400000US37119005860","Census Tract 58.60; Mecklenburg County; North Carolina","111920","51468",
"1400000US37119005861","Census Tract 58.61; Mecklenburg County; North Carolina","84803","23869",
"1400000US37119005862","Census Tract 58.62; Mecklenburg County; North Carolina","157454","40861",
"1400000US37119005863","Census Tract 58.63; Mecklenburg County; North Carolina","149356","24668",
"1400000US37119005864","Census Tract 58.64; Mecklenburg County; North Carolina","162981","15631",
"1400000US37119005865","Census Tract 58.65; Mecklenburg County; North Carolina","123125","43855",
"1400000US37119005866","Census Tract 58.66; Mecklenburg County; North Carolina","60533","5276",
"1400000US37119005867","Census Tract 58.67; Mecklenburg County; North Carolina","61333","13133",
"1400000US37119005868","Census Tract 58.68; Mecklenburg County; North Carolina","56250","31559",
"1400000US37119005908","Census Tract 59.08; Mecklenburg County; North Carolina","150156","29263",
"1400000US37119005910","Census Tract 59.10; Mecklenburg County; North Carolina","73333","9195",
"1400000US37119005913","Census Tract 59.13; Mecklenburg County; North Carolina","76406","18237",
"1400000US37119005915","Census Tract 59.15; Mecklenburg County; North Carolina","79338","9571",
"1400000US37119005916","Census Tract 59.16; Mecklenburg County; North Carolina","48444","10975",
"1400000US37119005918","Census Tract 59.18; Mecklenburg County; North Carolina","124198","24870",
"1400000US37119005919","Census Tract 59.19; Mecklenburg County; North Carolina","109722","48884",
"1400000US37119005920","Census Tract 59.20; Mecklenburg County; North Carolina","49924","26500",
"1400000US37119005921","Census Tract 59.21; Mecklenburg County; North Carolina","130313","32298",
"1400000US37119005922","Census Tract 59.22; Mecklenburg County; North Carolina","128906","17994",
"1400000US37119005923","Census Tract 59.23; Mecklenburg County; North Carolina","108941","5072",
"1400000US37119005924","Census Tract 59.24; Mecklenburg County; North Carolina","100682","30092",
"1400000US37119005925","Census Tract 59.25; Mecklenburg County; North Carolina","110625","20871",
"1400000US37119005926","Census Tract 59.26; Mecklenburg County; North Carolina","177708","21525",
"1400000US37119005927","Census Tract 59.27; Mecklenburg County; North Carolina","92292","20313",
"1400000US37119005928","Census Tract 59.28; Mecklenburg County; North Carolina","79000","58677",
"1400000US37119005929","Census Tract 59.29; Mecklenburg County; North Carolina","80352","12684",
"1400000US37119005930","Census Tract 59.30; Mecklenburg County; North Carolina","53191","19801",
"1400000US37119005931","Census Tract 59.31; Mecklenburg County; North Carolina","90607","20922",
"1400000US37119005932","Census Tract 59.32; Mecklenburg County; North Carolina","92682","17935",
"1400000US37119006005","Census Tract 60.05; Mecklenburg County; North Carolina","68185","9109",
"1400000US37119006008","Census Tract 60.08; Mecklenburg County; North Carolina","91375","14110",
"1400000US37119006009","Census Tract 60.09; Mecklenburg County; North Carolina","73023","10876",
"1400000US37119006011","Census Tract 60.11; Mecklenburg County; North Carolina","70980","9908",
"1400000US37119006012","Census Tract 60.12; Mecklenburg County; North Carolina","75357","18234",
"1400000US37119006013","Census Tract 60.13; Mecklenburg County; North Carolina","97549","26840",
"1400000US37119006014","Census Tract 60.14; Mecklenburg County; North Carolina","121300","40710",
"1400000US37119006015","Census Tract 60.15; Mecklenburg County; North Carolina","95513","3488",
"1400000US37119006016","Census Tract 60.16; Mecklenburg County; North Carolina","58875","13081",
"1400000US37119006103","Census Tract 61.03; Mecklenburg County; North Carolina","81534","12539",
"1400000US37119006105","Census Tract 61.05; Mecklenburg County; North Carolina","101343","19176",
"1400000US37119006108","Census Tract 61.08; Mecklenburg County; North Carolina","72181","7528",
"1400000US37119006109","Census Tract 61.09; Mecklenburg County; North Carolina","51250","15549",
"1400000US37119006110","Census Tract 61.10; Mecklenburg County; North Carolina","80478","14223",
"1400000US37119006111","Census Tract 61.11; Mecklenburg County; North Carolina","81152","5292",
"1400000US37119006112","Census Tract 61.12; Mecklenburg County; North Carolina","58688","14861",
"1400000US37119006113","Census Tract 61.13; Mecklenburg County; North Carolina","81573","19265",
"1400000US37119006114","Census Tract 61.14; Mecklenburg County; North Carolina","66541","20974",
"1400000US37119006115","Census Tract 61.15; Mecklenburg County; North Carolina","65647","17469",
"1400000US37119006208","Census Tract 62.08; Mecklenburg County; North Carolina","101985","12546",
"1400000US37119006209","Census Tract 62.09; Mecklenburg County; North Carolina","87920","22952",
"1400000US37119006210","Census Tract 62.10; Mecklenburg County; North Carolina","126938","20196",
